date,nav,scheme
22-06-2026,252.06940,Kotak_Bluechip
19-06-2026,251.57130,Kotak_Bluechip
18-06-2026,249.15530,Kotak_Bluechip
17-06-2026,246.39250,Kotak_Bluechip
16-06-2026,245.24020,Kotak_Bluechip
15-06-2026,244.62900,Kotak_Bluechip
12-06-2026,244.72050,Kotak_Bluechip
11-06-2026,240.58860,Kotak_Bluechip
10-06-2026,241.91860,Kotak_Bluechip
09-06-2026,244.23470,Kotak_Bluechip
08-06-2026,242.15940,Kotak_Bluechip
05-06-2026,246.08780,Kotak_Bluechip
04-06-2026,246.07840,Kotak_Bluechip
03-06-2026,245.65930,Kotak_Bluechip
02-06-2026,246.85660,Kotak_Bluechip
01-06-2026,246.98140,Kotak_Bluechip
29-05-2026,248.66730,Kotak_Bluechip
27-05-2026,251.22730,Kotak_Bluechip
26-05-2026,251.27020,Kotak_Bluechip
25-05-2026,249.22660,Kotak_Bluechip
22-05-2026,247.80390,Kotak_Bluechip
21-05-2026,248.88530,Kotak_Bluechip
20-05-2026,244.71990,Kotak_Bluechip
19-05-2026,241.67710,Kotak_Bluechip
18-05-2026,241.26150,Kotak_Bluechip
15-05-2026,242.09520,Kotak_Bluechip
14-05-2026,243.53140,Kotak_Bluechip
13-05-2026,240.07460,Kotak_Bluechip
12-05-2026,238.15280,Kotak_Bluechip
11-05-2026,242.72190,Kotak_Bluechip
08-05-2026,244.62010,Kotak_Bluechip
07-05-2026,245.60550,Kotak_Bluechip
06-05-2026,245.38780,Kotak_Bluechip
05-05-2026,242.95940,Kotak_Bluechip
04-05-2026,242.76550,Kotak_Bluechip
30-04-2026,240.53530,Kotak_Bluechip
29-04-2026,242.34500,Kotak_Bluechip
28-04-2026,242.62410,Kotak_Bluechip
27-04-2026,241.25170,Kotak_Bluechip
24-04-2026,238.14560,Kotak_Bluechip
23-04-2026,239.75830,Kotak_Bluechip
22-04-2026,238.57020,Kotak_Bluechip
21-04-2026,236.45980,Kotak_Bluechip
20-04-2026,235.19610,Kotak_Bluechip
17-04-2026,236.21330,Kotak_Bluechip
16-04-2026,233.31800,Kotak_Bluechip
